Actual_AQI,Predicted_AQI,Predicted_Bucket
213.0,245.62267,Poor
72.0,81.117714,Satisfactory
156.0,103.58236,Moderate
258.0,188.85887,Moderate
74.0,87.82808,Satisfactory
132.0,131.6362,Moderate
160.0,163.5666,Moderate
47.0,68.685265,Satisfactory
353.0,360.86414,Very Poor
132.0,128.53821,Moderate
80.0,75.48289,Satisfactory
306.0,283.722,Poor
99.0,110.280556,Moderate
161.0,144.139,Moderate
132.0,102.164444,Moderate
132.0,132.52385,Moderate
214.0,175.3639,Moderate
30.0,55.8413,Satisfactory
396.0,360.96155,Very Poor
132.0,132.52385,Moderate
103.0,102.37766,Moderate
132.0,131.47704,Moderate
324.0,319.65964,Very Poor
100.0,147.98804,Moderate
339.0,308.90762,Very Poor
264.0,270.86502,Poor
261.0,217.0389,Poor
124.0,131.26544,Moderate
169.0,149.22052,Moderate
129.0,134.37613,Moderate
96.0,98.93993,Satisfactory
93.0,123.77402,Moderate
132.0,125.52289,Moderate
152.0,150.3726,Moderate
130.0,133.68918,Moderate
156.0,134.62486,Moderate
132.0,132.52385,Moderate
87.0,96.01143,Satisfactory
132.0,132.24051,Moderate
125.0,178.61023,Moderate
276.0,260.78992,Poor
132.0,130.70055,Moderate
87.0,92.50784,Satisfactory
415.0,324.30716,Very Poor
172.0,230.79532,Poor
184.0,142.37914,Moderate
132.0,133.00784,Moderate
132.0,130.79344,Moderate
70.0,78.75207,Satisfactory
196.0,217.00449,Poor
72.0,79.64275,Satisfactory
351.0,339.42337,Very Poor
45.0,55.206066,Satisfactory
100.0,135.22592,Moderate
75.0,77.09828,Satisfactory
564.0,456.33984,Severe
20.0,21.754751,Good
56.0,81.81445,Satisfactory
312.0,308.8867,Very Poor
330.0,315.46655,Very Poor
132.0,135.02945,Moderate
286.0,305.48257,Very Poor
132.0,127.818504,Moderate
87.0,105.48,Moderate
90.0,75.11708,Satisfactory
182.0,201.38474,Poor
371.0,425.76822,Severe
261.0,271.63605,Poor
122.0,107.8936,Moderate
107.0,224.91443,Poor
124.0,126.23302,Moderate
132.0,131.43152,Moderate
133.0,134.89355,Moderate
182.0,167.59305,Moderate
51.0,64.06766,Satisfactory
163.0,157.84456,Moderate
176.0,169.16968,Moderate
45.0,53.849056,Satisfactory
267.0,274.22742,Poor
292.0,294.25067,Poor
62.0,65.54274,Satisfactory
149.0,160.58752,Moderate
156.0,145.22107,Moderate
40.0,47.59315,Good
146.0,144.52744,Moderate
132.0,132.52385,Moderate
128.0,142.52538,Moderate
529.0,400.82568,Severe
332.0,314.24988,Very Poor
116.0,137.65637,Moderate
132.0,132.52385,Moderate
132.0,128.06407,Moderate
132.0,127.1495,Moderate
94.0,114.544304,Moderate
99.0,109.492714,Moderate
55.0,78.42231,Satisfactory
307.0,310.88498,Very Poor
67.0,71.82095,Satisfactory
59.0,56.404457,Satisfactory
132.0,132.28008,Moderate
115.0,112.5998,Moderate
132.0,116.0053,Moderate
132.0,135.91783,Moderate
150.0,156.55553,Moderate
43.0,44.562687,Good
169.0,184.09956,Moderate
79.0,99.462326,Satisfactory
226.0,194.91438,Moderate
60.0,66.51006,Satisfactory
375.0,371.47156,Very Poor
111.0,109.13908,Moderate
189.0,196.97427,Moderate
432.0,414.46185,Severe
369.0,432.6436,Severe
132.0,131.43152,Moderate
94.0,81.43219,Satisfactory
132.0,132.52385,Moderate
99.0,94.65941,Satisfactory
132.0,130.24486,Moderate
199.0,180.2826,Moderate
68.0,67.85743,Satisfactory
114.0,87.899155,Satisfactory
191.0,160.09761,Moderate
57.0,57.438496,Satisfactory
189.0,271.24448,Poor
303.0,322.34396,Very Poor
20.0,22.738811,Good
219.0,218.73666,Poor
144.0,175.24034,Moderate
288.0,322.04208,Very Poor
415.0,412.97647,Severe
47.0,59.55708,Satisfactory
151.0,136.74977,Moderate
51.0,61.901535,Satisfactory
106.0,106.874985,Moderate
108.0,100.4517,Moderate
56.0,48.663174,Good
132.0,132.24051,Moderate
38.0,57.24969,Satisfactory
132.0,141.10007,Moderate
297.0,312.3473,Very Poor
53.0,71.79648,Satisfactory
300.0,275.68964,Poor
62.0,68.05605,Satisfactory
152.0,168.33684,Moderate
79.0,90.875916,Satisfactory
312.0,295.5096,Poor
170.0,179.78258,Moderate
312.0,300.5266,Very Poor
336.0,296.68622,Poor
386.0,382.01447,Very Poor
534.0,525.95483,Severe
132.0,132.52385,Moderate
62.0,72.41821,Satisfactory
132.0,128.63068,Moderate
78.0,80.67616,Satisfactory
459.0,483.67804,Severe
348.0,340.2353,Very Poor
236.0,202.09396,Poor
41.0,51.69442,Satisfactory
132.0,138.87494,Moderate
132.0,145.74823,Moderate
82.0,109.51275,Moderate
92.0,103.92427,Moderate
92.0,80.06399,Satisfactory
206.0,205.91885,Poor
104.0,106.36897,Moderate
154.0,150.74084,Moderate
247.0,236.20023,Poor
85.0,86.550186,Satisfactory
89.0,100.31193,Moderate
257.0,233.68973,Poor
345.0,310.49585,Very Poor
209.0,190.76765,Moderate
132.0,132.38228,Moderate
85.0,98.93269,Satisfactory
68.0,58.433277,Satisfactory
111.0,125.95261,Moderate
310.0,326.88925,Very Poor
51.0,53.980644,Satisfactory
104.0,117.49099,Moderate
110.0,90.594536,Satisfactory
121.0,132.96475,Moderate
74.0,82.73989,Satisfactory
54.0,54.19342,Satisfactory
169.0,153.12491,Moderate
109.0,119.17855,Moderate
110.0,123.583916,Moderate
254.0,303.87595,Very Poor
132.0,142.30023,Moderate
28.0,49.173214,Good
104.0,108.77481,Moderate
132.0,132.52385,Moderate
151.0,152.34264,Moderate
132.0,131.43152,Moderate
176.0,150.5109,Moderate
79.0,83.30767,Satisfactory
132.0,132.52385,Moderate
145.0,149.61337,Moderate
108.0,133.22726,Moderate
383.0,417.5258,Severe
139.0,125.75756,Moderate
132.0,105.81244,Moderate
186.0,177.16377,Moderate
111.0,106.98209,Moderate
304.0,298.81973,Poor
44.0,46.69917,Good
83.0,91.92317,Satisfactory
60.0,58.308525,Satisfactory
132.0,149.17882,Moderate
326.0,347.0981,Very Poor
136.0,137.21474,Moderate
132.0,132.52385,Moderate
316.0,318.6182,Very Poor
69.0,88.10051,Satisfactory
110.0,104.7372,Moderate
72.0,84.54133,Satisfactory
26.0,49.450916,Good
152.0,176.30963,Moderate
86.0,116.670944,Moderate
108.0,110.610954,Moderate
130.0,135.50687,Moderate
91.0,106.1411,Moderate
73.0,85.59252,Satisfactory
154.0,151.51237,Moderate
69.0,80.28713,Satisfactory
220.0,226.63525,Poor
132.0,131.47704,Moderate
202.0,87.34899,Satisfactory
157.0,285.15604,Poor
528.0,481.6058,Severe
138.0,132.18352,Moderate
420.0,387.2236,Very Poor
593.0,413.9714,Severe
237.0,257.55862,Poor
90.0,103.20897,Moderate
132.0,130.4067,Moderate
60.0,64.27795,Satisfactory
387.0,341.3964,Very Poor
44.0,67.791,Satisfactory
401.0,403.44412,Severe
354.0,366.83356,Very Poor
157.0,170.16602,Moderate
89.0,93.48949,Satisfactory
354.0,346.4057,Very Poor
132.0,121.54067,Moderate
361.0,421.03033,Severe
129.0,119.67943,Moderate
36.0,37.319073,Good
403.0,449.51587,Severe
222.0,289.01923,Poor
53.0,64.22645,Satisfactory
336.0,318.94547,Very Poor
132.0,132.52385,Moderate
100.0,132.85034,Moderate
299.0,332.87814,Very Poor
105.0,103.237366,Moderate
355.0,376.9352,Very Poor
187.0,206.50343,Poor
114.0,142.30954,Moderate
393.0,450.2341,Severe
69.0,73.03476,Satisfactory
458.0,442.03622,Severe
205.0,169.6539,Moderate
86.0,138.12057,Moderate
119.0,140.28651,Moderate
132.0,133.70178,Moderate
132.0,132.52385,Moderate
132.0,128.62529,Moderate
96.0,106.877686,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
89.0,61.02113,Satisfactory
62.0,72.56606,Satisfactory
62.0,51.98047,Satisfactory
132.0,132.52385,Moderate
132.0,132.52385,Moderate
412.0,388.31302,Very Poor
104.0,125.32282,Moderate
177.0,161.62524,Moderate
199.0,184.09941,Moderate
132.0,166.24861,Moderate
52.0,55.904476,Satisfactory
108.0,111.331535,Moderate
34.0,47.827187,Good
161.0,108.578224,Moderate
324.0,250.74265,Poor
77.0,102.24735,Moderate
115.0,125.06805,Moderate
132.0,132.52385,Moderate
51.0,55.401752,Satisfactory
132.0,132.52385,Moderate
407.0,387.41507,Very Poor
394.0,381.8371,Very Poor
126.0,142.84396,Moderate
222.0,297.17532,Poor
139.0,139.64798,Moderate
372.0,356.17816,Very Poor
132.0,132.28008,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
274.0,258.44852,Poor
105.0,105.55092,Moderate
132.0,132.52385,Moderate
333.0,314.26187,Very Poor
71.0,66.06471,Satisfactory
103.0,113.86493,Moderate
385.0,396.08392,Very Poor
92.0,102.53098,Moderate
103.0,125.63393,Moderate
374.0,357.2893,Very Poor
153.0,160.54457,Moderate
75.0,89.577614,Satisfactory
186.0,166.02734,Moderate
66.0,93.68499,Satisfactory
57.0,60.530296,Satisfactory
132.0,132.28008,Moderate
108.0,113.76256,Moderate
569.0,435.30832,Severe
76.0,69.75955,Satisfactory
128.0,136.65092,Moderate
134.0,144.2903,Moderate
120.0,152.91234,Moderate
91.0,74.06155,Satisfactory
132.0,132.52385,Moderate
210.0,226.58266,Poor
202.0,282.66895,Poor
188.0,176.79549,Moderate
132.0,132.28008,Moderate
482.0,464.85324,Severe
522.0,457.6918,Severe
161.0,170.2939,Moderate
60.0,68.6441,Satisfactory
153.0,157.63678,Moderate
72.0,67.13633,Satisfactory
116.0,150.12323,Moderate
73.0,74.088455,Satisfactory
285.0,319.8795,Very Poor
156.0,154.32857,Moderate
212.0,226.82027,Poor
176.0,103.67399,Moderate
132.0,81.732285,Satisfactory
132.0,131.43152,Moderate
58.0,62.555714,Satisfactory
78.0,106.37747,Moderate
57.0,70.11024,Satisfactory
132.0,128.21553,Moderate
84.0,110.076454,Moderate
82.0,96.0349,Satisfactory
132.0,132.52385,Moderate
132.0,131.5857,Moderate
165.0,154.07443,Moderate
128.0,145.64355,Moderate
132.0,76.86352,Satisfactory
426.0,411.6779,Severe
91.0,92.164734,Satisfactory
598.0,427.1408,Severe
104.0,112.97935,Moderate
561.0,670.3046,Severe
200.0,245.84581,Poor
71.0,86.73199,Satisfactory
147.0,150.15128,Moderate
139.0,127.52926,Moderate
98.0,102.89589,Moderate
185.0,204.90327,Poor
404.0,516.99664,Severe
78.0,80.28901,Satisfactory
134.0,141.44855,Moderate
308.0,183.25674,Moderate
111.0,117.44762,Moderate
113.0,113.57407,Moderate
286.0,287.0388,Poor
119.0,129.0064,Moderate
475.0,611.62585,Severe
132.0,132.52385,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
100.0,106.8685,Moderate
374.0,343.92432,Very Poor
132.0,132.38228,Moderate
391.0,378.34326,Very Poor
256.0,252.11685,Poor
166.0,149.7054,Moderate
767.0,658.91815,Severe
132.0,132.52385,Moderate
316.0,287.95898,Poor
122.0,143.17818,Moderate
216.0,209.10512,Poor
148.0,144.36266,Moderate
182.0,197.50665,Moderate
186.0,210.62791,Poor
206.0,209.35704,Poor
136.0,150.94145,Moderate
132.0,130.21078,Moderate
102.0,93.5978,Satisfactory
132.0,132.65022,Moderate
132.0,132.52385,Moderate
132.0,132.52385,Moderate
106.0,89.770874,Satisfactory
112.0,113.49153,Moderate
375.0,284.9857,Poor
48.0,53.335754,Satisfactory
226.0,187.87445,Moderate
70.0,82.46305,Satisfactory
132.0,132.52385,Moderate
302.0,299.0594,Poor
84.0,109.16077,Moderate
133.0,163.80707,Moderate
72.0,136.50397,Moderate
67.0,79.59412,Satisfactory
132.0,132.38228,Moderate
116.0,136.0962,Moderate
69.0,71.85791,Satisfactory
132.0,132.52385,Moderate
307.0,288.8565,Poor
132.0,132.52385,Moderate
167.0,264.42453,Poor
144.0,121.80158,Moderate
52.0,76.94509,Satisfactory
293.0,226.28261,Poor
97.0,90.69173,Satisfactory
138.0,127.29177,Moderate
66.0,74.79089,Satisfactory
104.0,111.71014,Moderate
120.0,119.193695,Moderate
126.0,124.503815,Moderate
62.0,77.9294,Satisfactory
94.0,97.36798,Satisfactory
158.0,153.27362,Moderate
374.0,395.17773,Very Poor
130.0,123.22063,Moderate
75.0,93.74613,Satisfactory
132.0,100.58759,Moderate
42.0,58.384666,Satisfactory
231.0,219.87164,Poor
325.0,318.86874,Very Poor
267.0,274.68002,Poor
135.0,150.21841,Moderate
268.0,246.50237,Poor
288.0,247.25777,Poor
429.0,394.34534,Very Poor
328.0,331.70035,Very Poor
142.0,155.23535,Moderate
234.0,263.17703,Poor
82.0,87.915825,Satisfactory
163.0,187.9153,Moderate
139.0,122.75181,Moderate
84.0,98.17164,Satisfactory
132.0,131.87181,Moderate
71.0,73.232254,Satisfactory
528.0,559.96454,Severe
110.0,96.65464,Satisfactory
132.0,132.52385,Moderate
90.0,96.95975,Satisfactory
201.0,217.97096,Poor
165.0,169.34294,Moderate
43.0,53.23467,Satisfactory
196.0,83.759834,Satisfactory
223.0,169.1722,Moderate
130.0,147.63567,Moderate
59.0,53.300858,Satisfactory
238.0,219.3868,Poor
194.0,199.9007,Moderate
278.0,193.08913,Moderate
83.0,88.61387,Satisfactory
132.0,118.17415,Moderate
52.0,45.0187,Good
92.0,75.45675,Satisfactory
155.0,149.16638,Moderate
350.0,327.39496,Very Poor
280.0,275.78503,Poor
87.0,61.30173,Satisfactory
132.0,131.35977,Moderate
373.0,406.01544,Severe
130.0,135.91127,Moderate
132.0,132.52385,Moderate
94.0,114.96155,Moderate
37.0,46.581158,Good
192.0,132.52385,Moderate
118.0,123.11985,Moderate
72.0,60.12257,Satisfactory
47.0,45.1544,Good
124.0,106.381905,Moderate
129.0,127.771484,Moderate
287.0,268.8033,Poor
150.0,156.0937,Moderate
55.0,59.741863,Satisfactory
88.0,82.701935,Satisfactory
169.0,141.9285,Moderate
132.0,132.52385,Moderate
132.0,128.58821,Moderate
340.0,339.04877,Very Poor
294.0,283.4705,Poor
132.0,130.95119,Moderate
132.0,344.69397,Very Poor
447.0,419.67883,Severe
91.0,97.92873,Satisfactory
577.0,544.25507,Severe
40.0,48.262882,Good
168.0,164.76335,Moderate
115.0,122.92693,Moderate
225.0,235.0552,Poor
191.0,215.07184,Poor
112.0,122.790985,Moderate
142.0,134.47215,Moderate
303.0,296.60074,Poor
98.0,117.63406,Moderate
182.0,143.24112,Moderate
218.0,240.36606,Poor
64.0,83.661385,Satisfactory
240.0,219.49068,Poor
511.0,518.7661,Severe
226.0,258.54056,Poor
37.0,51.066833,Satisfactory
80.0,90.71135,Satisfactory
48.0,54.64172,Satisfactory
99.0,108.81017,Moderate
151.0,215.67447,Poor
179.0,189.02481,Moderate
132.0,132.52385,Moderate
403.0,407.74304,Severe
58.0,45.28981,Good
132.0,132.52385,Moderate
265.0,278.9939,Poor
204.0,203.68701,Poor
36.0,54.04793,Satisfactory
132.0,93.471565,Satisfactory
377.0,269.4771,Poor
317.0,333.36078,Very Poor
59.0,61.75097,Satisfactory
88.0,119.66076,Moderate
54.0,81.664116,Satisfactory
381.0,373.38477,Very Poor
132.0,120.9174,Moderate
376.0,375.91962,Very Poor
132.0,131.43152,Moderate
335.0,313.80756,Very Poor
132.0,131.47704,Moderate
150.0,153.27116,Moderate
88.0,114.94236,Moderate
394.0,358.91992,Very Poor
21.0,22.940844,Good
95.0,97.370224,Satisfactory
86.0,75.741394,Satisfactory
62.0,82.05217,Satisfactory
132.0,131.43152,Moderate
232.0,175.02869,Moderate
364.0,371.2012,Very Poor
132.0,132.38228,Moderate
132.0,132.52385,Moderate
165.0,165.74828,Moderate
347.0,377.83237,Very Poor
112.0,120.279755,Moderate
40.0,42.768085,Good
38.0,49.62495,Good
168.0,167.03674,Moderate
427.0,362.10248,Very Poor
148.0,139.29321,Moderate
179.0,163.65477,Moderate
74.0,81.56162,Satisfactory
228.0,217.85057,Poor
132.0,132.52385,Moderate
220.0,222.83543,Poor
132.0,132.52385,Moderate
106.0,123.29993,Moderate
266.0,217.2936,Poor
132.0,132.24051,Moderate
280.0,214.2029,Poor
308.0,225.50804,Poor
132.0,129.52557,Moderate
132.0,132.52385,Moderate
72.0,104.76976,Moderate
331.0,316.67154,Very Poor
104.0,119.44619,Moderate
127.0,116.08627,Moderate
56.0,81.710884,Satisfactory
144.0,164.976,Moderate
278.0,305.73935,Very Poor
132.0,132.52385,Moderate
131.0,129.90195,Moderate
71.0,80.6157,Satisfactory
72.0,69.72136,Satisfactory
415.0,391.88156,Very Poor
132.0,115.66447,Moderate
132.0,131.43152,Moderate
47.0,64.95656,Satisfactory
479.0,486.53912,Severe
587.0,537.39294,Severe
235.0,260.2734,Poor
312.0,321.76056,Very Poor
125.0,154.8432,Moderate
160.0,181.61592,Moderate
131.0,147.30862,Moderate
295.0,262.22852,Poor
632.0,510.002,Severe
242.0,231.27414,Poor
132.0,242.57385,Poor
103.0,127.065834,Moderate
254.0,185.39511,Moderate
173.0,149.12178,Moderate
138.0,156.39192,Moderate
332.0,287.4327,Poor
119.0,112.413895,Moderate
81.0,70.058945,Satisfactory
132.0,130.17734,Moderate
107.0,110.95285,Moderate
413.0,420.62033,Severe
156.0,146.06628,Moderate
309.0,267.72604,Poor
132.0,133.72115,Moderate
215.0,224.66168,Poor
345.0,330.62387,Very Poor
122.0,111.16626,Moderate
105.0,119.051895,Moderate
92.0,86.513885,Satisfactory
365.0,385.57108,Very Poor
126.0,140.8577,Moderate
302.0,302.48288,Very Poor
89.0,85.471886,Satisfactory
130.0,159.95853,Moderate
405.0,391.3413,Very Poor
355.0,187.77531,Moderate
132.0,119.39051,Moderate
114.0,106.07259,Moderate
111.0,111.785965,Moderate
300.0,295.31464,Poor
407.0,450.28845,Severe
211.0,148.18243,Moderate
102.0,121.22525,Moderate
93.0,113.51109,Moderate
297.0,281.50974,Poor
92.0,110.2879,Moderate
95.0,113.999725,Moderate
177.0,136.84789,Moderate
114.0,94.09458,Satisfactory
23.0,34.957397,Good
132.0,128.1041,Moderate
328.0,318.65005,Very Poor
102.0,99.86341,Satisfactory
132.0,131.47704,Moderate
188.0,185.38458,Moderate
96.0,108.68373,Moderate
110.0,120.12886,Moderate
102.0,85.66892,Satisfactory
86.0,95.22186,Satisfactory
132.0,132.52385,Moderate
123.0,150.77335,Moderate
32.0,52.148933,Satisfactory
314.0,304.06354,Very Poor
132.0,131.46709,Moderate
135.0,154.8653,Moderate
144.0,157.5174,Moderate
122.0,133.6117,Moderate
132.0,132.24051,Moderate
132.0,132.52385,Moderate
81.0,97.483864,Satisfactory
132.0,132.52385,Moderate
80.0,89.1674,Satisfactory
87.0,75.45331,Satisfactory
132.0,132.52385,Moderate
112.0,123.86677,Moderate
40.0,39.15425,Good
58.0,77.069435,Satisfactory
132.0,132.52385,Moderate
42.0,66.07142,Satisfactory
52.0,67.63572,Satisfactory
132.0,132.52385,Moderate
146.0,134.23148,Moderate
78.0,81.97153,Satisfactory
196.0,200.49408,Poor
40.0,41.353146,Good
132.0,127.85967,Moderate
242.0,226.49687,Poor
132.0,87.159164,Satisfactory
132.0,132.52385,Moderate
243.0,278.47012,Poor
279.0,232.031,Poor
88.0,78.310684,Satisfactory
216.0,196.37689,Moderate
132.0,170.79579,Moderate
56.0,52.869728,Satisfactory
108.0,103.5391,Moderate
70.0,75.83861,Satisfactory
55.0,62.081932,Satisfactory
111.0,134.60654,Moderate
274.0,258.06824,Poor
135.0,133.79222,Moderate
67.0,63.967804,Satisfactory
68.0,76.43578,Satisfactory
212.0,196.41046,Moderate
103.0,115.24224,Moderate
69.0,75.254326,Satisfactory
67.0,69.674126,Satisfactory
174.0,191.533,Moderate
117.0,158.35529,Moderate
388.0,422.0607,Severe
518.0,485.63593,Severe
92.0,84.64825,Satisfactory
61.0,90.679,Satisfactory
93.0,113.66061,Moderate
96.0,103.487785,Moderate
132.0,132.52385,Moderate
52.0,61.187286,Satisfactory
213.0,186.88995,Moderate
79.0,62.188385,Satisfactory
132.0,151.04489,Moderate
97.0,106.424706,Moderate
93.0,98.22814,Satisfactory
380.0,348.399,Very Poor
139.0,140.45392,Moderate
77.0,75.74651,Satisfactory
97.0,75.7223,Satisfactory
462.0,396.31363,Very Poor
64.0,88.668434,Satisfactory
137.0,139.0267,Moderate
216.0,265.06824,Poor
177.0,160.15993,Moderate
120.0,135.12535,Moderate
132.0,133.72115,Moderate
214.0,150.07964,Moderate
34.0,47.314613,Good
175.0,184.65666,Moderate
132.0,131.43152,Moderate
105.0,145.6746,Moderate
43.0,68.25763,Satisfactory
97.0,105.59988,Moderate
169.0,134.39626,Moderate
73.0,77.988045,Satisfactory
132.0,130.70055,Moderate
350.0,375.00223,Very Poor
100.0,96.960075,Satisfactory
75.0,73.89638,Satisfactory
319.0,300.36615,Very Poor
132.0,132.52385,Moderate
31.0,38.33678,Good
304.0,266.12576,Poor
96.0,122.3202,Moderate
132.0,139.1986,Moderate
101.0,105.68884,Moderate
65.0,70.4405,Satisfactory
211.0,177.1074,Moderate
121.0,131.30583,Moderate
90.0,89.85502,Satisfactory
58.0,62.116955,Satisfactory
102.0,115.78907,Moderate
739.0,683.1537,Severe
75.0,76.96801,Satisfactory
199.0,158.95393,Moderate
149.0,140.34306,Moderate
191.0,182.81807,Moderate
520.0,566.0769,Severe
162.0,175.50497,Moderate
158.0,128.70784,Moderate
126.0,131.67548,Moderate
17.0,55.685207,Satisfactory
88.0,91.34964,Satisfactory
138.0,134.29424,Moderate
80.0,58.15794,Satisfactory
110.0,95.46157,Satisfactory
132.0,132.52385,Moderate
183.0,150.21942,Moderate
128.0,103.15609,Moderate
201.0,151.64114,Moderate
132.0,130.59122,Moderate
79.0,84.064674,Satisfactory
99.0,115.09187,Moderate
132.0,131.43152,Moderate
132.0,132.52385,Moderate
310.0,300.98486,Very Poor
294.0,251.57251,Poor
132.0,131.47704,Moderate
132.0,132.52385,Moderate
148.0,159.83218,Moderate
169.0,137.9308,Moderate
162.0,137.33258,Moderate
144.0,148.62991,Moderate
132.0,132.52385,Moderate
319.0,312.21344,Very Poor
132.0,131.55414,Moderate
55.0,62.167904,Satisfactory
68.0,82.749466,Satisfactory
97.0,81.76538,Satisfactory
228.0,238.35547,Poor
47.0,52.915897,Satisfactory
132.0,131.10492,Moderate
179.0,160.81165,Moderate
132.0,123.8733,Moderate
180.0,184.00444,Moderate
333.0,286.81918,Poor
132.0,132.52385,Moderate
132.0,139.45091,Moderate
132.0,131.10492,Moderate
55.0,61.437748,Satisfactory
132.0,132.28008,Moderate
132.0,254.68777,Poor
132.0,71.03157,Satisfactory
81.0,93.824265,Satisfactory
176.0,182.92924,Moderate
132.0,131.43152,Moderate
220.0,234.29655,Poor
312.0,304.73218,Very Poor
140.0,135.49872,Moderate
162.0,167.7481,Moderate
129.0,114.692696,Moderate
87.0,123.96985,Moderate
340.0,321.88376,Very Poor
132.0,132.52385,Moderate
50.0,61.196037,Satisfactory
148.0,142.21985,Moderate
309.0,322.39105,Very Poor
61.0,67.570816,Satisfactory
132.0,66.02362,Satisfactory
54.0,62.96203,Satisfactory
235.0,249.5001,Poor
295.0,331.06357,Very Poor
48.0,60.80767,Satisfactory
96.0,86.4128,Satisfactory
178.0,178.05936,Moderate
64.0,62.447014,Satisfactory
306.0,288.18045,Poor
132.0,132.52385,Moderate
335.0,332.58945,Very Poor
117.0,143.9591,Moderate
190.0,191.56177,Moderate
132.0,132.28008,Moderate
279.0,228.56715,Poor
132.0,239.03317,Poor
132.0,131.67888,Moderate
75.0,102.33359,Moderate
574.0,405.56412,Severe
132.0,132.52385,Moderate
130.0,78.39895,Satisfactory
132.0,131.69237,Moderate
208.0,177.907,Moderate
132.0,59.635117,Satisfactory
96.0,73.08127,Satisfactory
69.0,61.731724,Satisfactory
218.0,223.16121,Poor
132.0,132.28008,Moderate
379.0,373.81848,Very Poor
133.0,130.20027,Moderate
327.0,299.96548,Poor
469.0,460.1551,Severe
59.0,61.62137,Satisfactory
244.0,194.98953,Moderate
71.0,81.304726,Satisfactory
378.0,394.18582,Very Poor
374.0,379.33948,Very Poor
140.0,151.48158,Moderate
95.0,98.38314,Satisfactory
96.0,102.04262,Moderate
207.0,173.76518,Moderate
381.0,378.52765,Very Poor
41.0,67.67597,Satisfactory
132.0,132.52385,Moderate
411.0,399.67825,Very Poor
132.0,142.81403,Moderate
82.0,93.0519,Satisfactory
260.0,238.96834,Poor
191.0,182.6109,Moderate
77.0,66.472176,Satisfactory
224.0,196.88188,Moderate
132.0,128.83069,Moderate
64.0,72.73603,Satisfactory
649.0,611.8503,Severe
132.0,117.77979,Moderate
334.0,323.15198,Very Poor
53.0,73.8012,Satisfactory
132.0,130.70055,Moderate
197.0,182.08412,Moderate
217.0,197.13623,Moderate
132.0,132.52385,Moderate
79.0,91.17797,Satisfactory
132.0,132.24051,Moderate
132.0,132.52385,Moderate
117.0,122.66948,Moderate
80.0,89.04214,Satisfactory
93.0,118.43376,Moderate
86.0,83.58031,Satisfactory
242.0,220.10953,Poor
426.0,390.8981,Very Poor
111.0,129.01193,Moderate
118.0,128.64165,Moderate
322.0,309.91183,Very Poor
127.0,101.3322,Moderate
133.0,118.81011,Moderate
38.0,42.22266,Good
295.0,299.97018,Poor
191.0,232.90106,Poor
315.0,320.13382,Very Poor
95.0,117.351585,Moderate
176.0,153.83772,Moderate
132.0,132.52385,Moderate
83.0,103.64671,Moderate
228.0,188.55592,Moderate
474.0,460.31992,Severe
43.0,53.402813,Satisfactory
133.0,137.02411,Moderate
132.0,132.52385,Moderate
68.0,71.35077,Satisfactory
132.0,232.96538,Poor
109.0,108.41283,Moderate
79.0,89.606476,Satisfactory
93.0,107.48862,Moderate
132.0,132.52385,Moderate
132.0,131.43152,Moderate
168.0,144.42625,Moderate
164.0,170.25545,Moderate
109.0,100.902504,Moderate
325.0,351.18472,Very Poor
324.0,330.04782,Very Poor
132.0,132.52385,Moderate
94.0,73.32926,Satisfactory
51.0,52.72431,Satisfactory
76.0,91.041046,Satisfactory
132.0,119.105576,Moderate
132.0,132.38228,Moderate
440.0,386.68457,Very Poor
377.0,429.1261,Severe
359.0,356.42645,Very Poor
132.0,132.52385,Moderate
111.0,134.17151,Moderate
246.0,163.24849,Moderate
49.0,68.30347,Satisfactory
132.0,131.47704,Moderate
247.0,264.15604,Poor
168.0,154.50578,Moderate
132.0,110.76857,Moderate
427.0,503.89862,Severe
543.0,506.08505,Severe
362.0,376.77026,Very Poor
38.0,47.239822,Good
112.0,106.219154,Moderate
153.0,122.5439,Moderate
269.0,267.58542,Poor
178.0,159.9476,Moderate
132.0,132.52385,Moderate
144.0,139.35223,Moderate
132.0,132.52385,Moderate
110.0,113.66648,Moderate
70.0,85.89892,Satisfactory
72.0,93.35957,Satisfactory
132.0,183.62776,Moderate
111.0,139.31345,Moderate
224.0,190.61914,Moderate
343.0,339.1652,Very Poor
140.0,135.49901,Moderate
132.0,131.35977,Moderate
83.0,82.664024,Satisfactory
185.0,182.63058,Moderate
132.0,128.78513,Moderate
66.0,56.768955,Satisfactory
102.0,113.56137,Moderate
132.0,357.96484,Very Poor
222.0,231.46405,Poor
64.0,76.09391,Satisfactory
132.0,127.92778,Moderate
302.0,278.65643,Poor
82.0,100.0899,Moderate
64.0,71.12303,Satisfactory
359.0,383.46967,Very Poor
59.0,65.4794,Satisfactory
181.0,201.65306,Poor
227.0,265.67444,Poor
132.0,135.78123,Moderate
132.0,132.28008,Moderate
132.0,131.47704,Moderate
132.0,131.48067,Moderate
307.0,290.44342,Poor
64.0,83.00843,Satisfactory
214.0,170.65883,Moderate
98.0,123.5432,Moderate
365.0,385.0741,Very Poor
99.0,105.37348,Moderate
112.0,117.50155,Moderate
312.0,277.1768,Poor
